,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage
1346,2024-01-27T12:00:00Z,Denver Nuggets vs Philadelphia 76ers,draftkings,Denver Nuggets,-198,0.6644295302013423
1347,2024-01-27T12:00:00Z,Denver Nuggets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,164,0.3787878787878788
1348,2024-01-27T12:00:00Z,Brooklyn Nets vs Houston Rockets,draftkings,Brooklyn Nets,-192,0.6575342465753424
1349,2024-01-27T12:00:00Z,Brooklyn Nets vs Houston Rockets,draftkings,Houston Rockets,160,0.38461538461538464
1350,2024-01-27T12:00:00Z,Boston Celtics vs Los Angeles Clippers,draftkings,Boston Celtics,-278,0.7354497354497355
1351,2024-01-27T12:00:00Z,Boston Celtics vs Los Angeles Clippers,draftkings,Los Angeles Clippers,225,0.3076923076923077
1352,2024-01-27T12:00:00Z,Charlotte Hornets vs Utah Jazz,draftkings,Charlotte Hornets,350,0.2222222222222222
1353,2024-01-27T12:00:00Z,Charlotte Hornets vs Utah Jazz,draftkings,Utah Jazz,-455,0.8198198198198198
1354,2024-01-27T12:00:00Z,Milwaukee Bucks vs New Orleans Pelicans,draftkings,Milwaukee Bucks,-205,0.6721311475409836
1355,2024-01-27T12:00:00Z,Milwaukee Bucks vs New Orleans Pelicans,draftkings,New Orleans Pelicans,170,0.37037037037037035
1356,2024-01-27T12:00:00Z,Golden State Warriors vs Los Angeles Lakers,draftkings,Golden State Warriors,-135,0.574468085106383
1357,2024-01-27T12:00:00Z,Golden State Warriors vs Los Angeles Lakers,draftkings,Los Angeles Lakers,114,0.4672897196261682
1358,2024-01-27T12:00:00Z,San Antonio Spurs vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-470,0.8245614035087719
1359,2024-01-27T12:00:00Z,San Antonio Spurs vs Minnesota Timberwolves,draftkings,San Antonio Spurs,360,0.21739130434782608
1360,2024-01-27T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Dallas Mavericks,110,0.47619047619047616
1361,2024-01-27T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Sacramento Kings,-130,0.5652173913043478
1362,2024-01-28T12:00:00Z,Detroit Pistons vs Oklahoma City Thunder,draftkings,Detroit Pistons,600,0.14285714285714285
1363,2024-01-28T12:00:00Z,Detroit Pistons vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-900,0.9
1364,2024-01-28T12:00:00Z,Indiana Pacers vs Memphis Grizzlies,draftkings,Indiana Pacers,-380,0.7916666666666666
1365,2024-01-28T12:00:00Z,Indiana Pacers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,300,0.25
1366,2024-01-28T12:00:00Z,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-245,0.7101449275362319
1367,2024-01-28T12:00:00Z,Atlanta Hawks vs Toronto Raptors,draftkings,Toronto Raptors,200,0.3333333333333333
1368,2024-01-28T12:00:00Z,Orlando Magic vs Phoenix Suns,draftkings,Orlando Magic,110,0.47619047619047616
1369,2024-01-28T12:00:00Z,Orlando Magic vs Phoenix Suns,draftkings,Phoenix Suns,-130,0.5652173913043478
1370,2024-01-28T12:00:00Z,Portland Trail Blazers vs Chicago Bulls,draftkings,Chicago Bulls,-270,0.7297297297297297
1371,2024-01-28T12:00:00Z,Portland Trail Blazers vs Chicago Bulls,draftkings,Portland Trail Blazers,220,0.3125
1372,2024-01-29T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,Charlotte Hornets,260,0.2777777777777778
1373,2024-01-29T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,New York Knicks,-325,0.7647058823529411
1374,2024-01-29T12:00:00Z,Cleveland Cavaliers vs Los Angeles Clippers,draftkings,Cleveland Cavaliers,120,0.45454545454545453
1375,2024-01-29T12:00:00Z,Cleveland Cavaliers vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-142,0.5867768595041323
1376,2024-01-29T12:00:00Z,Boston Celtics vs New Orleans Pelicans,draftkings,Boston Celtics,-325,0.7647058823529411
1377,2024-01-29T12:00:00Z,Boston Celtics vs New Orleans Pelicans,draftkings,New Orleans Pelicans,260,0.2777777777777778
1378,2024-01-29T12:00:00Z,Brooklyn Nets vs Utah Jazz,draftkings,Brooklyn Nets,-115,0.5348837209302325
1379,2024-01-29T12:00:00Z,Brooklyn Nets vs Utah Jazz,draftkings,Utah Jazz,-105,0.5121951219512195
1380,2024-01-29T12:00:00Z,Miami Heat vs Phoenix Suns,draftkings,Miami Heat,-166,0.6240601503759399
1381,2024-01-29T12:00:00Z,Miami Heat vs Phoenix Suns,draftkings,Phoenix Suns,140,0.4166666666666667
1382,2024-01-29T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Memphis Grizzlies,270,0.2702702702702703
1383,2024-01-29T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Sacramento Kings,-340,0.7727272727272727
1384,2024-01-29T12:00:00Z,Houston Rockets vs Los Angeles Lakers,draftkings,Houston Rockets,-105,0.5121951219512195
1385,2024-01-29T12:00:00Z,Houston Rockets vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-115,0.5348837209302325
1386,2024-01-29T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,110,0.47619047619047616
1387,2024-01-29T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Oklahoma City Thunder,-130,0.5652173913043478
1388,2024-01-29T12:00:00Z,San Antonio Spurs vs Washington Wizards,draftkings,San Antonio Spurs,-180,0.6428571428571429
1389,2024-01-29T12:00:00Z,San Antonio Spurs vs Washington Wizards,draftkings,Washington Wizards,150,0.4
1390,2024-01-29T12:00:00Z,Dallas Mavericks vs Orlando Magic,draftkings,Dallas Mavericks,-218,0.6855345911949685
1391,2024-01-29T12:00:00Z,Dallas Mavericks vs Orlando Magic,draftkings,Orlando Magic,170,0.37037037037037035
1392,2024-01-29T12:00:00Z,Denver Nuggets vs Milwaukee Bucks,draftkings,Denver Nuggets,-175,0.6363636363636364
1393,2024-01-29T12:00:00Z,Denver Nuggets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,145,0.40816326530612246
1394,2024-01-29T12:00:00Z,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-395,0.797979797979798
1395,2024-01-29T12:00:00Z,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Portland Trail Blazers,310,0.24390243902439024
1396,2024-01-30T12:00:00Z,Boston Celtics vs Indiana Pacers,draftkings,Boston Celtics,-270,0.7297297297297297
1397,2024-01-30T12:00:00Z,Boston Celtics vs Indiana Pacers,draftkings,Indiana Pacers,220,0.3125
1398,2024-01-30T12:00:00Z,Atlanta Hawks vs Los Angeles Lakers,draftkings,Atlanta Hawks,-192,0.6575342465753424
1399,2024-01-30T12:00:00Z,Atlanta Hawks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.38461538461538464
1400,2024-01-30T12:00:00Z,New York Knicks vs Utah Jazz,draftkings,New York Knicks,-170,0.6296296296296297
1401,2024-01-30T12:00:00Z,New York Knicks vs Utah Jazz,draftkings,Utah Jazz,142,0.4132231404958678
1402,2024-01-30T12:00:00Z,Chicago Bulls vs Toronto Raptors,draftkings,Chicago Bulls,-250,0.7142857142857143
1403,2024-01-30T12:00:00Z,Chicago Bulls vs Toronto Raptors,draftkings,Toronto Raptors,205,0.32786885245901637
1404,2024-01-30T12:00:00Z,Golden State Warriors vs Philadelphia 76ers,draftkings,Golden State Warriors,-185,0.6491228070175439
1405,2024-01-30T12:00:00Z,Golden State Warriors vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748
1406,2024-01-31T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Charlotte Hornets,136,0.423728813559322
1407,2024-01-31T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Chicago Bulls,-162,0.6183206106870229
1408,2024-01-31T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Cleveland Cavaliers,-800,0.8888888888888888
1409,2024-01-31T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Detroit Pistons,550,0.15384615384615385
1410,2024-01-31T12:00:00Z,Washington Wizards vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-700,0.875
1411,2024-01-31T12:00:00Z,Washington Wizards vs Los Angeles Clippers,draftkings,Washington Wizards,500,0.16666666666666666
1412,2024-01-31T12:00:00Z,Miami Heat vs Sacramento Kings,draftkings,Miami Heat,-122,0.5495495495495496
1413,2024-01-31T12:00:00Z,Miami Heat vs Sacramento Kings,draftkings,Sacramento Kings,102,0.49504950495049505
1414,2024-01-31T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Dallas Mavericks,750,0.11764705882352941
1415,2024-01-31T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Minnesota Timberwolves,-1200,0.9230769230769231
1416,2024-01-31T12:00:00Z,Oklahoma City Thunder vs Denver Nuggets,draftkings,Denver Nuggets,-105,0.5121951219512195
1417,2024-01-31T12:00:00Z,Oklahoma City Thunder vs Denver Nuggets,draftkings,Oklahoma City Thunder,-115,0.5348837209302325
1418,2024-01-31T12:00:00Z,Houston Rockets vs New Orleans Pelicans,draftkings,Houston Rockets,114,0.4672897196261682
1419,2024-01-31T12:00:00Z,Houston Rockets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-135,0.574468085106383
1420,2024-01-31T12:00:00Z,San Antonio Spurs vs Orlando Magic,draftkings,Orlando Magic,-205,0.6721311475409836
1421,2024-01-31T12:00:00Z,San Antonio Spurs vs Orlando Magic,draftkings,San Antonio Spurs,170,0.37037037037037035
1422,2024-01-31T12:00:00Z,Brooklyn Nets vs Phoenix Suns,draftkings,Brooklyn Nets,130,0.43478260869565216
1423,2024-01-31T12:00:00Z,Brooklyn Nets vs Phoenix Suns,draftkings,Phoenix Suns,-155,0.6078431372549019
1424,2024-01-31T12:00:00Z,Portland Trail Blazers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-455,0.8198198198198198
1425,2024-01-31T12:00:00Z,Portland Trail Blazers vs Milwaukee Bucks,draftkings,Portland Trail Blazers,350,0.2222222222222222
1426,2024-02-01T12:00:00Z,Boston Celtics vs Los Angeles Lakers,draftkings,Boston Celtics,-575,0.8518518518518519
1427,2024-02-01T12:00:00Z,Boston Celtics vs Los Angeles Lakers,draftkings,Los Angeles Lakers,425,0.19047619047619047
1428,2024-02-01T12:00:00Z,New York Knicks vs Indiana Pacers,draftkings,Indiana Pacers,136,0.423728813559322
1429,2024-02-01T12:00:00Z,New York Knicks vs Indiana Pacers,draftkings,New York Knicks,-162,0.6183206106870229
1430,2024-02-01T12:00:00Z,Memphis Grizzlies vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-265,0.726027397260274
1431,2024-02-01T12:00:00Z,Memphis Grizzlies vs Cleveland Cavaliers,draftkings,Memphis Grizzlies,215,0.31746031746031744
1432,2024-02-01T12:00:00Z,Utah Jazz vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154,0.3937007874015748
1433,2024-02-01T12:00:00Z,Utah Jazz vs Philadelphia 76ers,draftkings,Utah Jazz,-185,0.6491228070175439
1434,2024-02-02T12:00:00Z,Detroit Pistons vs Los Angeles Clippers,draftkings,Detroit Pistons,455,0.18018018018018017
1435,2024-02-02T12:00:00Z,Detroit Pistons vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-625,0.8620689655172413
1436,2024-02-02T12:00:00Z,Washington Wizards vs Miami Heat,draftkings,Miami Heat,-355,0.7802197802197802
1437,2024-02-02T12:00:00Z,Washington Wizards vs Miami Heat,draftkings,Washington Wizards,280,0.2631578947368421
1438,2024-02-02T12:00:00Z,Atlanta Hawks vs Phoenix Suns,draftkings,Atlanta Hawks,145,0.40816326530612246
1439,2024-02-02T12:00:00Z,Atlanta Hawks vs Phoenix Suns,draftkings,Phoenix Suns,-175,0.6363636363636364
1440,2024-02-02T12:00:00Z,Indiana Pacers vs Sacramento Kings,draftkings,Indiana Pacers,120,0.45454545454545453
1441,2024-02-02T12:00:00Z,Indiana Pacers vs Sacramento Kings,draftkings,Sacramento Kings,-142,0.5867768595041323
1442,2024-02-02T12:00:00Z,Oklahoma City Thunder vs Charlotte Hornets,draftkings,Charlotte Hornets,850,0.10526315789473684
1443,2024-02-02T12:00:00Z,Oklahoma City Thunder vs Charlotte Hornets,draftkings,Oklahoma City Thunder,-1450,0.9354838709677419
1444,2024-02-02T12:00:00Z,Memphis Grizzlies vs Golden State Warriors,draftkings,Golden State Warriors,-285,0.7402597402597403
1445,2024-02-02T12:00:00Z,Memphis Grizzlies vs Golden State Warriors,draftkings,Memphis Grizzlies,230,0.30303030303030304
1446,2024-02-02T12:00:00Z,Houston Rockets vs Toronto Raptors,draftkings,Houston Rockets,-225,0.6923076923076923
1447,2024-02-02T12:00:00Z,Houston Rockets vs Toronto Raptors,draftkings,Toronto Raptors,185,0.3508771929824561
1448,2024-02-02T12:00:00Z,Minnesota Timberwolves vs Orlando Magic,draftkings,Minnesota Timberwolves,-305,0.7530864197530864
1449,2024-02-02T12:00:00Z,Minnesota Timberwolves vs Orlando Magic,draftkings,Orlando Magic,245,0.2898550724637681
1450,2024-02-02T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310,0.7560975609756098
1451,2024-02-02T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,San Antonio Spurs,250,0.2857142857142857
1452,2024-02-02T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Denver Nuggets,-700,0.875
1453,2024-02-02T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,500,0.16666666666666666
1454,2024-02-03T12:00:00Z,Philadelphia 76ers vs Brooklyn Nets,draftkings,Brooklyn Nets,145,0.40816326530612246
1455,2024-02-03T12:00:00Z,Philadelphia 76ers vs Brooklyn Nets,draftkings,Philadelphia 76ers,-175,0.6363636363636364
1456,2024-02-03T12:00:00Z,Atlanta Hawks vs Golden State Warriors,draftkings,Atlanta Hawks,-142,0.5867768595041323
1457,2024-02-03T12:00:00Z,Atlanta Hawks vs Golden State Warriors,draftkings,Golden State Warriors,120,0.45454545454545453
1458,2024-02-03T12:00:00Z,Chicago Bulls vs Sacramento Kings,draftkings,Chicago Bulls,-122,0.5495495495495496
1459,2024-02-03T12:00:00Z,Chicago Bulls vs Sacramento Kings,draftkings,Sacramento Kings,102,0.49504950495049505
1460,2024-02-03T12:00:00Z,San Antonio Spurs vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-440,0.8148148148148148
1461,2024-02-03T12:00:00Z,San Antonio Spurs vs Cleveland Cavaliers,draftkings,San Antonio Spurs,340,0.22727272727272727
1462,2024-02-03T12:00:00Z,Dallas Mavericks vs Milwaukee Bucks,draftkings,Dallas Mavericks,154,0.3937007874015748
1463,2024-02-03T12:00:00Z,Dallas Mavericks vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-185,0.6491228070175439
1464,2024-02-03T12:00:00Z,New York Knicks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.38461538461538464
1465,2024-02-03T12:00:00Z,New York Knicks vs Los Angeles Lakers,draftkings,New York Knicks,-192,0.6575342465753424
1466,2024-02-04T12:00:00Z,Detroit Pistons vs Orlando Magic,draftkings,Detroit Pistons,210,0.3225806451612903
1467,2024-02-04T12:00:00Z,Detroit Pistons vs Orlando Magic,draftkings,Orlando Magic,-258,0.7206703910614525
1468,2024-02-04T12:00:00Z,Washington Wizards vs Phoenix Suns,draftkings,Phoenix Suns,-625,0.8620689655172413
1469,2024-02-04T12:00:00Z,Washington Wizards vs Phoenix Suns,draftkings,Washington Wizards,455,0.18018018018018017
1470,2024-02-04T12:00:00Z,Boston Celtics vs Memphis Grizzlies,draftkings,Boston Celtics,-1450,0.9354838709677419
1471,2024-02-04T12:00:00Z,Boston Celtics vs Memphis Grizzlies,draftkings,Memphis Grizzlies,850,0.10526315789473684
1472,2024-02-04T12:00:00Z,Charlotte Hornets vs Indiana Pacers,draftkings,Charlotte Hornets,340,0.22727272727272727
1473,2024-02-04T12:00:00Z,Charlotte Hornets vs Indiana Pacers,draftkings,Indiana Pacers,-440,0.8148148148148148
1474,2024-02-04T12:00:00Z,Miami Heat vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-170,0.6296296296296297
1475,2024-02-04T12:00:00Z,Miami Heat vs Los Angeles Clippers,draftkings,Miami Heat,142,0.4132231404958678
1476,2024-02-04T12:00:00Z,Minnesota Timberwolves vs Houston Rockets,draftkings,Houston Rockets,225,0.3076923076923077
1477,2024-02-04T12:00:00Z,Minnesota Timberwolves vs Houston Rockets,draftkings,Minnesota Timberwolves,-278,0.7354497354497355
1478,2024-02-04T12:00:00Z,Oklahoma City Thunder vs Toronto Raptors,draftkings,Oklahoma City Thunder,-425,0.8095238095238095
1479,2024-02-04T12:00:00Z,Oklahoma City Thunder vs Toronto Raptors,draftkings,Toronto Raptors,330,0.23255813953488372
1480,2024-02-04T12:00:00Z,Utah Jazz vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-105,0.5121951219512195
1481,2024-02-04T12:00:00Z,Utah Jazz vs Milwaukee Bucks,draftkings,Utah Jazz,-115,0.5348837209302325
1482,2024-02-04T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Denver Nuggets,-900,0.9
1483,2024-02-04T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,600,0.14285714285714285
1484,2024-02-05T12:00:00Z,Charlotte Hornets vs Los Angeles Lakers,draftkings,Charlotte Hornets,425,0.19047619047619047
1485,2024-02-05T12:00:00Z,Charlotte Hornets vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-575,0.8518518518518519
1486,2024-02-05T12:00:00Z,Cleveland Cavaliers vs Sacramento Kings,draftkings,Cleveland Cavaliers,-198,0.6644295302013423
1487,2024-02-05T12:00:00Z,Cleveland Cavaliers vs Sacramento Kings,draftkings,Sacramento Kings,164,0.3787878787878788
1488,2024-02-05T12:00:00Z,Philadelphia 76ers vs Dallas Mavericks,draftkings,Dallas Mavericks,-120,0.5454545454545454
1489,2024-02-05T12:00:00Z,Philadelphia 76ers vs Dallas Mavericks,draftkings,Philadelphia 76ers,100,0.5
1490,2024-02-05T12:00:00Z,Atlanta Hawks vs Los Angeles Clippers,draftkings,Atlanta Hawks,124,0.44642857142857145
1491,2024-02-05T12:00:00Z,Atlanta Hawks vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-148,0.5967741935483871
1492,2024-02-05T12:00:00Z,Brooklyn Nets vs Golden State Warriors,draftkings,Brooklyn Nets,-130,0.5652173913043478
1493,2024-02-05T12:00:00Z,Brooklyn Nets vs Golden State Warriors,draftkings,Golden State Warriors,110,0.47619047619047616
1494,2024-02-05T12:00:00Z,New Orleans Pelicans vs Toronto Raptors,draftkings,New Orleans Pelicans,-650,0.8666666666666667
1495,2024-02-05T12:00:00Z,New Orleans Pelicans vs Toronto Raptors,draftkings,Toronto Raptors,470,0.17543859649122806
1496,2024-02-06T12:00:00Z,Indiana Pacers vs Houston Rockets,draftkings,Houston Rockets,230,0.30303030303030304
1497,2024-02-06T12:00:00Z,Indiana Pacers vs Houston Rockets,draftkings,Indiana Pacers,-285,0.7402597402597403
1498,2024-02-06T12:00:00Z,Brooklyn Nets vs Dallas Mavericks,draftkings,Brooklyn Nets,124,0.44642857142857145
1499,2024-02-06T12:00:00Z,Brooklyn Nets vs Dallas Mavericks,draftkings,Dallas Mavericks,-148,0.5967741935483871
1500,2024-02-06T12:00:00Z,New York Knicks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,650,0.13333333333333333
1501,2024-02-06T12:00:00Z,New York Knicks vs Memphis Grizzlies,draftkings,New York Knicks,-1000,0.9090909090909091
1502,2024-02-06T12:00:00Z,Miami Heat vs Orlando Magic,draftkings,Miami Heat,-155,0.6078431372549019
1503,2024-02-06T12:00:00Z,Miami Heat vs Orlando Magic,draftkings,Orlando Magic,130,0.43478260869565216
1504,2024-02-06T12:00:00Z,Chicago Bulls vs Minnesota Timberwolves,draftkings,Chicago Bulls,170,0.37037037037037035
1505,2024-02-06T12:00:00Z,Chicago Bulls vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-205,0.6721311475409836
1506,2024-02-06T12:00:00Z,Utah Jazz vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-155,0.6078431372549019
1507,2024-02-06T12:00:00Z,Utah Jazz vs Oklahoma City Thunder,draftkings,Utah Jazz,130,0.43478260869565216
1508,2024-02-06T12:00:00Z,Phoenix Suns vs Milwaukee Bucks,draftkings,Milwaukee Bucks,142,0.4132231404958678
1509,2024-02-06T12:00:00Z,Phoenix Suns vs Milwaukee Bucks,draftkings,Phoenix Suns,-170,0.6296296296296297
1510,2024-02-07T12:00:00Z,Charlotte Hornets vs Toronto Raptors,draftkings,Charlotte Hornets,225,0.3076923076923077
1511,2024-02-07T12:00:00Z,Charlotte Hornets vs Toronto Raptors,draftkings,Toronto Raptors,-278,0.7354497354497355
1512,2024-02-07T12:00:00Z,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-600,0.8571428571428571
1513,2024-02-07T12:00:00Z,Washington Wizards vs Cleveland Cavaliers,draftkings,Washington Wizards,440,0.18518518518518517
1514,2024-02-07T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,550,0.15384615384615385
1515,2024-02-07T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Boston Celtics,-800,0.8888888888888888
1516,2024-02-07T12:00:00Z,Philadelphia 76ers vs Golden State Warriors,draftkings,Golden State Warriors,-142,0.5867768595041323
1517,2024-02-07T12:00:00Z,Philadelphia 76ers vs Golden State Warriors,draftkings,Philadelphia 76ers,120,0.45454545454545453
1518,2024-02-07T12:00:00Z,Miami Heat vs San Antonio Spurs,draftkings,Miami Heat,-355,0.7802197802197802
1519,2024-02-07T12:00:00Z,Miami Heat vs San Antonio Spurs,draftkings,San Antonio Spurs,280,0.2631578947368421
1520,2024-02-07T12:00:00Z,Sacramento Kings vs Detroit Pistons,draftkings,Detroit Pistons,550,0.15384615384615385
1521,2024-02-07T12:00:00Z,Sacramento Kings vs Detroit Pistons,draftkings,Sacramento Kings,-800,0.8888888888888888
1522,2024-02-07T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,Los Angeles Clippers,-285,0.7402597402597403
1523,2024-02-07T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,230,0.30303030303030304
1524,2024-02-08T12:00:00Z,Indiana Pacers vs Golden State Warriors,draftkings,Golden State Warriors,205,0.32786885245901637
1525,2024-02-08T12:00:00Z,Indiana Pacers vs Golden State Warriors,draftkings,Indiana Pacers,-250,0.7142857142857143
1526,2024-02-08T12:00:00Z,Orlando Magic vs San Antonio Spurs,draftkings,Orlando Magic,-550,0.8461538461538461
1527,2024-02-08T12:00:00Z,Orlando Magic vs San Antonio Spurs,draftkings,San Antonio Spurs,410,0.19607843137254902
1528,2024-02-08T12:00:00Z,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Brooklyn Nets,190,0.3448275862068966
1529,2024-02-08T12:00:00Z,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-230,0.696969696969697
1530,2024-02-08T12:00:00Z,New York Knicks vs Dallas Mavericks,draftkings,Dallas Mavericks,-185,0.6491228070175439
1531,2024-02-08T12:00:00Z,New York Knicks vs Dallas Mavericks,draftkings,New York Knicks,154,0.3937007874015748
1532,2024-02-08T12:00:00Z,Memphis Grizzlies vs Chicago Bulls,draftkings,Chicago Bulls,-230,0.696969696969697
1533,2024-02-08T12:00:00Z,Memphis Grizzlies vs Chicago Bulls,draftkings,Memphis Grizzlies,190,0.3448275862068966
1534,2024-02-08T12:00:00Z,Milwaukee Bucks vs Minnesota Timberwolves,draftkings,Milwaukee Bucks,-120,0.5454545454545454
1535,2024-02-08T12:00:00Z,Milwaukee Bucks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,100,0.5
1536,2024-02-08T12:00:00Z,Portland Trail Blazers vs Detroit Pistons,draftkings,Detroit Pistons,180,0.35714285714285715
1537,2024-02-08T12:00:00Z,Portland Trail Blazers vs Detroit Pistons,draftkings,Portland Trail Blazers,-218,0.6855345911949685
1538,2024-02-08T12:00:00Z,Phoenix Suns vs Utah Jazz,draftkings,Phoenix Suns,-258,0.7206703910614525
1539,2024-02-08T12:00:00Z,Phoenix Suns vs Utah Jazz,draftkings,Utah Jazz,210,0.3225806451612903
1540,2024-02-08T12:00:00Z,Los Angeles Lakers vs Denver Nuggets,draftkings,Denver Nuggets,-162,0.6183206106870229
1541,2024-02-08T12:00:00Z,Los Angeles Lakers vs Denver Nuggets,draftkings,Los Angeles Lakers,140,0.4166666666666667
1542,2024-02-09T12:00:00Z,Philadelphia 76ers vs Atlanta Hawks,draftkings,Atlanta Hawks,-175,0.6363636363636364
1543,2024-02-09T12:00:00Z,Philadelphia 76ers vs Atlanta Hawks,draftkings,Philadelphia 76ers,145,0.40816326530612246
1544,2024-02-09T12:00:00Z,Boston Celtics vs Washington Wizards,draftkings,Boston Celtics,-1800,0.9473684210526315
1545,2024-02-09T12:00:00Z,Boston Celtics vs Washington Wizards,draftkings,Washington Wizards,1000,0.09090909090909091
1546,2024-02-09T12:00:00Z,Toronto Raptors vs Houston Rockets,draftkings,Houston Rockets,114,0.4672897196261682
1547,2024-02-09T12:00:00Z,Toronto Raptors vs Houston Rockets,draftkings,Toronto Raptors,-135,0.574468085106383
1548,2024-02-09T12:00:00Z,Milwaukee Bucks vs Charlotte Hornets,draftkings,Charlotte Hornets,750,0.11764705882352941
1549,2024-02-09T12:00:00Z,Milwaukee Bucks vs Charlotte Hornets,draftkings,Milwaukee Bucks,-1200,0.9230769230769231
1550,2024-02-09T12:00:00Z,Sacramento Kings vs Denver Nuggets,draftkings,Denver Nuggets,-102,0.504950495049505
1551,2024-02-09T12:00:00Z,Sacramento Kings vs Denver Nuggets,draftkings,Sacramento Kings,-118,0.5412844036697247
1552,2024-02-09T12:00:00Z,Los Angeles Lakers vs New Orleans Pelicans,draftkings,Los Angeles Lakers,-115,0.5348837209302325
1553,2024-02-09T12:00:00Z,Los Angeles Lakers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-105,0.5121951219512195
1554,2024-02-10T12:00:00Z,Dallas Mavericks vs Oklahoma City Thunder,draftkings,Dallas Mavericks,114,0.4672897196261682
1555,2024-02-10T12:00:00Z,Dallas Mavericks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-135,0.574468085106383
1556,2024-02-10T12:00:00Z,Los Angeles Clippers vs Detroit Pistons,draftkings,Detroit Pistons,850,0.10526315789473684
1557,2024-02-10T12:00:00Z,Los Angeles Clippers vs Detroit Pistons,draftkings,Los Angeles Clippers,-1450,0.9354838709677419
1558,2024-02-10T12:00:00Z,Brooklyn Nets vs San Antonio Spurs,draftkings,Brooklyn Nets,-225,0.6923076923076923
1559,2024-02-10T12:00:00Z,Brooklyn Nets vs San Antonio Spurs,draftkings,San Antonio Spurs,185,0.3508771929824561
1560,2024-02-10T12:00:00Z,Charlotte Hornets vs Memphis Grizzlies,draftkings,Charlotte Hornets,142,0.4132231404958678
1561,2024-02-10T12:00:00Z,Charlotte Hornets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-170,0.6296296296296297
